Exposure,VehValue,VehAge,VehBody,Gender,DrivAge,ClaimOcc,ClaimNb,ClaimAmount
0.0301163587,1,4,Hatchback,Female,4,0,0,0.0
0.0246406571,3,2,Station wagon,Male,5,0,0,0.0
0.0301163587,2,2,Sedan,Female,4,0,0,0.0
0.2299794661,2,3,Minibus,Female,3,0,0,0.0
0.34770705,3,1,Utility,Female,2,0,0,0.0
0.3175906913,3,2,Station wagon,Female,2,0,0,0.0
0.2299794661,1,3,Sedan,Male,3,0,0,0.0
0.3175906913,2,3,Hardtop,Male,5,0,0,0.0
0.2299794661,2,3,Utility,Male,2,0,0,0.0
0.2491444216,1,3,Hatchback,Female,3,0,0,0.0
0.6652977413,1,3,Sedan,Male,4,0,0,0.0
0.9993155373,3,3,Hardtop,Male,4,0,0,0.0
0.3449691992,1,3,Sedan,Male,4,0,0,0.0
0.219028063,2,2,Sedan,Female,4,0,0,0.0
0.7775496235,2,4,Hardtop,Female,2,0,0,0.0
0.2436687201,2,2,Sedan,Male,4,0,0,0.0
0.7501711157,1,4,Hatchback,Female,2,0,0,0.0
0.2327173169,3,2,Station wagon,Male,2,0,0,0.0
0.3175906913,2,1,Station wagon,Female,5,1,1,1105.7699986
0.2299794661,2,1,Sedan,Female,1,0,0,0.0
0.0273785079,1,4,Sedan,Male,4,0,0,0.0
0.0711841205,1,4,Hatchback,Female,5,1,1,200.0
0.2299794661,2,2,Hatchback,Female,1,0,0,0.0
0.0273785079,2,2,Hatchback,Female,4,0,0,0.0
0.3175906913,2,2,Hatchback,Female,4,0,0,0.0
0.0301163587,2,2,Utility,Male,2,0,0,0.0
0.2217659138,3,1,Station wagon,Female,3,0,0,0.0
0.2765229295,1,3,Hatchback,Male,6,0,0,0.0
0.8514715948,3,2,Station wagon,Female,3,0,0,0.0
0.3175906913,2,2,Hatchback,Male,3,0,0,0.0
0.6954140999,2,2,Hatchback,Female,2,0,0,0.0
0.3942505133,2,3,Hatchback,Male,3,0,0,0.0
0.3066392882,3,2,Utility,Female,2,0,0,0.0
0.3175906913,2,4,Station wagon,Male,4,0,0,0.0
0.7227926078,2,3,Sedan,Male,4,0,0,0.0
0.3175906913,2,2,Utility,Male,4,0,0,0.0
0.3449691992,2,3,Station wagon,Female,5,0,0,0.0
0.3175906913,2,2,Hatchback,Male,2,0,0,0.0
0.5968514716,1,4,Station wagon,Female,2,1,2,739.22999954
0.8788501027,1,4,Sedan,Female,5,0,0,0.0
0.3175906913,1,4,Hatchback,Female,3,0,0,0.0
0.7227926078,3,1,Station wagon,Male,5,0,0,0.0
0.9062286105,2,2,Sedan,Female,6,0,0,0.0
0.6707734428,2,3,Hardtop,Male,2,0,0,0.0
0.7227926078,3,2,Station wagon,Female,2,0,0,0.0
0.2299794661,1,3,Sedan,Male,6,0,0,0.0
0.0273785079,1,4,Hatchback,Female,5,0,0,0.0
0.9062286105,3,3,Motorized caravan,Male,4,1,1,3230.5999985
0.3175906913,2,2,Station wagon,Female,3,0,0,0.0
0.2299794661,2,1,Hatchback,Female,5,0,0,0.0
0.9993155373,3,1,Sedan,Male,1,0,0,0.0
0.090349076,2,2,Hatchback,Female,4,0,0,0.0
0.6543463381,2,3,Sedan,Female,5,1,1,200.0
0.2299794661,1,3,Hatchback,Male,2,0,0,0.0
0.9034907598,3,1,Truck,Male,1,1,1,200.0
0.3394934976,2,3,Station wagon,Male,1,1,1,407.83999968
0.7693360712,1,4,Sedan,Male,5,0,0,0.0
0.462696783,1,4,Hardtop,Female,1,0,0,0.0
0.0930869268,2,3,Sedan,Male,2,0,0,0.0
0.3449691992,2,3,Hardtop,Male,5,0,0,0.0
0.3449691992,1,4,Sedan,Male,3,0,0,0.0
0.2299794661,1,4,Hatchback,Male,5,0,0,0.0
0.5831622177,3,1,Station wagon,Female,3,0,0,0.0
0.3066392882,2,3,Sedan,Female,3,0,0,0.0
0.2299794661,1,4,Sedan,Female,3,0,0,0.0
0.2299794661,1,4,Hatchback,Female,3,0,0,0.0
0.3449691992,2,2,Station wagon,Female,4,0,0,0.0
0.2929500342,1,4,Hatchback,Male,6,0,0,0.0
0.7227926078,2,3,Sedan,Female,3,0,0,0.0
0.2245037645,2,3,Hatchback,Female,6,0,0,0.0
0.3066392882,1,3,Hatchback,Female,3,0,0,0.0
0.6160164271,2,3,Station wagon,Male,5,0,0,0.0
0.0191649555,1,4,Hatchback,Female,4,0,0,0.0
0.2902121834,2,1,Sedan,Male,5,0,0,0.0
0.6160164271,1,4,Hatchback,Female,6,0,0,0.0
0.6160164271,1,4,Hatchback,Female,6,0,0,0.0
0.6160164271,1,4,Sedan,Female,5,0,0,0.0
0.6488706365,2,2,Hatchback,Female,5,0,0,0.0
0.6160164271,1,4,Coupe,Female,4,0,0,0.0
0.6160164271,2,2,Sedan,Female,5,0,0,0.0
0.2464065708,2,1,Sedan,Female,5,0,0,0.0
0.6160164271,1,4,Sedan,Female,5,0,0,0.0
0.6461327858,2,2,Sedan,Female,6,0,0,0.0
0.6160164271,1,4,Sedan,Male,6,0,0,0.0
0.6160164271,2,3,Station wagon,Male,6,0,0,0.0
0.2299794661,2,1,Panel van,Male,3,0,0,0.0
0.6160164271,1,4,Hatchback,Female,5,0,0,0.0
0.6160164271,2,2,Station wagon,Female,6,1,1,1619.829998
0.2299794661,3,2,Station wagon,Female,2,0,0,0.0
0.3367556468,2,1,Sedan,Female,5,0,0,0.0
0.6160164271,3,1,Station wagon,Male,4,0,0,0.0
0.6160164271,1,4,Station wagon,Male,6,0,0,0.0
0.3832991102,2,2,Sedan,Male,2,0,0,0.0
0.3832991102,1,4,Sedan,Female,6,0,0,0.0
0.6160164271,2,4,Station wagon,Male,5,1,1,1010.9199982
0.6160164271,1,3,Hatchback,Female,2,0,0,0.0
0.6160164271,1,4,Station wagon,Female,3,0,0,0.0
0.2299794661,3,1,Station wagon,Female,4,0,0,0.0
0.6160164271,3,1,Station wagon,Male,6,0,0,0.0
0.6160164271,1,4,Sedan,Female,4,0,0,0.0
0.3832991102,2,3,Sedan,Male,2,0,0,0.0
0.3832991102,3,1,Station wagon,Female,3,0,0,0.0
0.3832991102,2,3,Sedan,Female,2,0,0,0.0
0.3832991102,1,4,Sedan,Female,2,0,0,0.0
0.6187542779,1,3,Sedan,Female,5,0,0,0.0
0.1752224504,2,3,Sedan,Female,2,0,0,0.0
0.257357974,2,1,Truck,Male,1,1,1,9424.3499756
0.6160164271,2,4,Station wagon,Male,3,0,0,0.0
0.424366872,2,3,Station wagon,Male,1,0,0,0.0
0.257357974,2,2,Sedan,Female,2,0,0,0.0
0.0930869268,2,4,Station wagon,Female,3,0,0,0.0
0.6160164271,3,1,Station wagon,Female,3,0,0,0.0
0.6160164271,1,4,Sedan,Male,4,0,0,0.0
0.6160164271,1,4,Sedan,Male,5,0,0,0.0
0.6160164271,3,2,Station wagon,Male,5,0,0,0.0
0.3449691992,2,2,Sedan,Female,4,0,0,0.0
0.6160164271,1,4,Hatchback,Female,6,0,0,0.0
0.6160164271,2,4,Truck,Male,1,0,0,0.0
0.3422313484,1,3,Hatchback,Female,4,0,0,0.0
0.6160164271,3,2,Station wagon,Female,2,0,0,0.0
0.6160164271,1,4,Hardtop,Male,6,0,0,0.0
0.3832991102,1,4,Sedan,Female,3,0,0,0.0
0.6160164271,1,4,Sedan,Female,5,0,0,0.0
0.6160164271,2,4,Station wagon,Male,3,0,0,0.0
0.6160164271,2,2,Station wagon,Male,3,0,0,0.0
0.3148528405,1,2,Hatchback,Male,4,0,0,0.0
0.6160164271,2,3,Hatchback,Male,4,0,0,0.0
0.3832991102,2,3,Station wagon,Female,3,0,0,0.0
0.900752909,2,2,Hardtop,Female,2,0,0,0.0
0.2847364819,1,4,Station wagon,Male,6,0,0,0.0
0.6160164271,2,2,Sedan,Female,6,0,0,0.0
0.3832991102,3,3,Truck,Male,3,0,0,0.0
0.6160164271,1,4,Sedan,Male,4,0,0,0.0
0.0930869268,1,3,Hatchback,Female,1,0,0,0.0
0.6160164271,2,3,Station wagon,Male,5,0,0,0.0
0.6160164271,1,4,Sedan,Female,4,0,0,0.0
0.6160164271,1,3,Sedan,Female,6,0,0,0.0
0.6461327858,2,2,Hatchback,Female,5,0,0,0.0
0.6160164271,1,3,Hatchback,Female,4,0,0,0.0
0.6160164271,2,3,Hatchback,Male,5,0,0,0.0
0.6160164271,2,2,Sedan,Female,3,1,1,238.64000034
0.6160164271,3,3,Sedan,Female,6,0,0,0.0
0.6160164271,1,4,Station wagon,Female,4,0,0,0.0
0.9034907598,2,3,Station wagon,Female,3,0,0,0.0
0.7665982204,3,1,Station wagon,Female,3,0,0,0.0
0.6160164271,2,4,Station wagon,Female,3,0,0,0.0
0.6160164271,1,4,Coupe,Female,4,0,0,0.0
0.6160164271,3,3,Station wagon,Female,4,0,0,0.0
0.7693360712,1,3,Sedan,Female,1,0,0,0.0
0.6160164271,1,3,Sedan,Female,3,0,0,0.0
0.6160164271,1,4,Hatchback,Female,2,0,0,0.0
0.6160164271,2,3,Sedan,Female,4,0,0,0.0
0.0985626283,2,1,Station wagon,Male,4,0,0,0.0
0.6187542779,2,2,Sedan,Female,2,0,0,0.0
0.3449691992,1,4,Hatchback,Female,3,0,0,0.0
0.9418206708,2,2,Station wagon,Male,3,0,0,0.0
0.3832991102,3,1,Station wagon,Female,3,0,0,0.0
0.2546201232,2,1,Hatchback,Male,3,0,0,0.0
0.6160164271,2,3,Hardtop,Male,5,0,0,0.0
0.6160164271,2,2,Station wagon,Female,3,1,1,200.0
0.6160164271,3,2,Station wagon,Female,4,0,0,0.0
0.6461327858,2,2,Hatchback,Male,4,0,0,0.0
0.1724845996,2,2,Hatchback,Female,3,0,0,0.0
0.3832991102,2,2,Station wagon,Female,5,0,0,0.0
0.7501711157,2,3,Panel van,Male,3,1,1,369.17999983
0.3449691992,1,3,Hatchback,Female,4,0,0,0.0
0.2299794661,2,4,Truck,Male,1,0,0,0.0
0.6844626968,1,3,Sedan,Female,3,1,1,353.76999998
0.0930869268,1,4,Station wagon,Female,2,0,0,0.0
0.1916495551,2,3,Panel van,Male,5,0,0,0.0
0.8706365503,2,2,Hatchback,Female,3,0,0,0.0
0.7501711157,2,1,Utility,Male,4,0,0,0.0
0.9993155373,1,3,Bus,Male,5,0,0,0.0
0.7529089665,3,1,Station wagon,Male,3,0,0,0.0
0.4161533196,3,3,Station wagon,Male,1,0,0,0.0
0.3915126626,2,3,Hardtop,Female,2,0,0,0.0
0.6461327858,2,3,Sedan,Female,4,0,0,0.0
0.6461327858,1,4,Hatchback,Male,3,0,0,0.0
0.6269678302,2,4,Station wagon,Male,4,0,0,0.0
0.6461327858,2,2,Hatchback,Female,2,0,0,0.0
0.6461327858,1,4,Station wagon,Male,3,0,0,0.0
0.925393566,1,4,Hatchback,Female,6,0,0,0.0
0.0930869268,2,1,Truck,Male,2,0,0,0.0
0.643394935,1,3,Hatchback,Male,4,0,0,0.0
0.2491444216,2,4,Station wagon,Male,3,0,0,0.0
0.5557837098,2,3,Truck,Male,5,0,0,0.0
0.925393566,1,3,Hatchback,Female,4,0,0,0.0
0.6461327858,2,1,Hatchback,Female,6,0,0,0.0
0.2491444216,2,3,Station wagon,Female,3,0,0,0.0
0.128678987,2,2,Sedan,Male,3,0,0,0.0
0.2299794661,2,3,Sedan,Male,5,0,0,0.0
0.219028063,1,4,Station wagon,Female,3,0,0,0.0
0.7173169062,1,4,Sedan,Female,6,0,0,0.0
0.643394935,2,2,Sedan,Male,4,0,0,0.0
0.720054757,2,1,Hatchback,Female,3,0,0,0.0
0.7857631759,1,4,Minibus,Female,5,0,0,0.0
0.9062286105,1,4,Sedan,Male,6,0,0,0.0
0.5037645448,1,2,Hatchback,Female,1,0,0,0.0
0.2299794661,1,3,Hatchback,Female,6,0,0,0.0
0.7693360712,2,1,Hatchback,Female,5,0,0,0.0
0.1998631075,2,4,Utility,Male,5,0,0,0.0
0.2299794661,2,1,Sedan,Female,1,0,0,0.0
0.900752909,2,1,Hatchback,Female,3,0,0,0.0
0.2299794661,1,4,Sedan,Female,2,0,0,0.0
0.2299794661,3,2,Station wagon,Male,3,0,0,0.0
0.0930869268,1,4,Utility,Male,4,0,0,0.0
0.7501711157,1,4,Hatchback,Female,1,0,0,0.0
0.0273785079,2,3,Utility,Female,3,0,0,0.0
0.9062286105,2,4,Hardtop,Male,1,0,0,0.0
0.1998631075,2,2,Sedan,Female,2,0,0,0.0
0.0930869268,2,2,Hatchback,Male,1,0,0,0.0
0.2299794661,1,3,Station wagon,Female,1,0,0,0.0
0.8514715948,2,2,Station wagon,Female,6,0,0,0.0
0.3011635866,2,1,Sedan,Male,4,0,0,0.0
0.2491444216,2,2,Sedan,Male,3,0,0,0.0
0.2299794661,1,3,Sedan,Female,2,0,0,0.0
0.2491444216,2,1,Sedan,Female,3,0,0,0.0
0.8514715948,3,1,Utility,Male,3,0,0,0.0
0.2354551677,1,4,Coupe,Female,4,0,0,0.0
0.052019165,1,4,Sedan,Female,6,0,0,0.0
0.605065024,2,3,Hatchback,Male,4,0,0,0.0
0.9993155373,3,2,Hatchback,Female,4,0,0,0.0
0.3778234086,2,1,Sedan,Female,2,0,0,0.0
0.8514715948,1,4,Sedan,Male,2,0,0,0.0
0.2491444216,3,1,Sedan,Male,5,0,0,0.0
0.1916495551,3,2,Coupe,Male,2,1,1,989.91999817
0.6488706365,3,2,Minibus,Male,3,0,0,0.0
0.1998631075,2,1,Hatchback,Female,5,0,0,0.0
0.8514715948,2,2,Sedan,Male,5,0,0,0.0
0.2491444216,2,3,Station wagon,Female,4,0,0,0.0
0.0273785079,2,2,Sedan,Female,3,0,0,0.0
0.6461327858,3,2,Station wagon,Male,5,1,1,736.84999847
0.5393566051,1,2,Hatchback,Male,3,0,0,0.0
0.925393566,1,3,Station wagon,Male,4,0,0,0.0
0.2491444216,3,1,Station wagon,Male,3,0,0,0.0
0.8514715948,3,1,Station wagon,Male,3,1,1,369.14999962
0.6652977413,2,4,Utility,Male,2,1,1,500.0
0.0739219713,2,2,Hatchback,Female,6,0,0,0.0
0.1998631075,1,4,Sedan,Male,3,0,0,0.0
0.3531827515,2,4,Station wagon,Female,4,0,0,0.0
0.8514715948,2,1,Station wagon,Male,3,1,1,353.76999998
0.2491444216,2,1,Sedan,Female,5,0,0,0.0
0.848733744,3,2,Station wagon,Male,4,0,0,0.0
0.2491444216,2,2,Hatchback,Female,4,0,0,0.0
0.772073922,2,3,Panel van,Female,5,0,0,0.0
0.6461327858,2,3,Hardtop,Female,2,0,0,0.0
0.6461327858,2,4,Station wagon,Female,6,0,0,0.0
0.4024640657,1,4,Sedan,Female,3,0,0,0.0
0.2354551677,1,4,Sedan,Female,4,0,0,0.0
0.3531827515,2,2,Hatchback,Female,4,0,0,0.0
0.925393566,1,4,Sedan,Male,5,0,0,0.0
0.772073922,2,2,Hatchback,Female,2,0,0,0.0
0.0273785079,2,2,Sedan,Female,6,0,0,0.0
0.3559206023,2,3,Hatchback,Female,1,0,0,0.0
0.6461327858,3,2,Station wagon,Female,3,0,0,0.0
0.643394935,1,4,Sedan,Female,4,0,0,0.0
0.3531827515,2,2,Hatchback,Male,3,0,0,0.0
0.9993155373,2,2,Sedan,Female,2,0,0,0.0
0.2491444216,2,1,Station wagon,Female,6,0,0,0.0
0.8514715948,2,1,Hatchback,Male,4,0,0,0.0
0.2217659138,1,2,Hatchback,Female,3,0,0,0.0
0.0273785079,2,2,Sedan,Female,4,0,0,0.0
0.2491444216,1,3,Hatchback,Female,2,0,0,0.0
0.8514715948,1,3,Hatchback,Female,1,0,0,0.0
0.9993155373,2,3,Hatchback,Female,6,0,0,0.0
0.1040383299,3,1,Station wagon,Male,3,0,0,0.0
0.6132785763,2,3,Station wagon,Female,2,1,1,6372.0299988
0.2272416153,1,4,Hatchback,Female,4,0,0,0.0
0.1998631075,2,1,Hatchback,Female,5,0,0,0.0
0.3312799452,1,4,Station wagon,Male,3,0,0,0.0
0.1451060917,1,4,Utility,Male,2,0,0,0.0
0.0958247775,1,4,Hatchback,Male,3,0,0,0.0
0.6461327858,2,3,Utility,Male,3,0,0,0.0
0.3531827515,2,4,Station wagon,Female,4,1,1,500.0
0.925393566,1,4,Sedan,Female,6,1,1,1379.0399971
0.2217659138,2,2,Hatchback,Female,2,0,0,0.0
0.3148528405,2,2,Hatchback,Female,1,0,0,0.0
0.3915126626,1,4,Station wagon,Female,3,0,0,0.0
0.2080766598,1,3,Hatchback,Female,3,0,0,0.0
0.2491444216,2,2,Hatchback,Female,5,0,0,0.0
0.772073922,2,2,Hatchback,Male,1,0,0,0.0
0.2272416153,2,1,Sedan,Female,4,0,0,0.0
0.8514715948,2,3,Hatchback,Female,4,0,0,0.0
0.1259411362,1,4,Station wagon,Male,3,0,0,0.0
0.643394935,2,3,Minibus,Male,3,0,0,0.0
0.2245037645,2,3,Hatchback,Female,4,0,0,0.0
0.3531827515,2,3,Sedan,Male,1,0,0,0.0
0.925393566,2,3,Sedan,Male,3,1,1,200.0
0.2299794661,1,4,Hatchback,Male,4,0,0,0.0
0.2491444216,2,3,Hatchback,Female,3,0,0,0.0
0.643394935,2,2,Coupe,Female,3,0,0,0.0
0.2135523614,1,4,Hatchback,Female,1,0,0,0.0
0.2491444216,1,2,Hatchback,Female,5,0,0,0.0
0.8514715948,2,2,Hatchback,Female,4,0,0,0.0
0.8514715948,2,3,Hatchback,Female,4,0,0,0.0
0.6899383984,2,2,Sedan,Female,5,0,0,0.0
0.2272416153,2,4,Hardtop,Male,2,0,0,0.0
0.2272416153,1,4,Sedan,Female,1,0,0,0.0
0.2245037645,2,4,Station wagon,Female,4,0,0,0.0
0.1752224504,2,1,Station wagon,Female,3,0,0,0.0
0.2245037645,1,3,Sedan,Female,6,0,0,0.0
0.720054757,2,2,Hatchback,Female,6,0,0,0.0
0.925393566,2,3,Station wagon,Male,6,0,0,0.0
0.6461327858,2,3,Utility,Male,4,0,0,0.0
0.6461327858,1,2,Hatchback,Female,2,0,0,0.0
0.605065024,2,4,Station wagon,Male,4,0,0,0.0
0.2272416153,1,4,Coupe,Female,3,0,0,0.0
0.720054757,1,3,Hatchback,Female,4,0,0,0.0
0.2491444216,1,3,Sedan,Male,4,0,0,0.0
0.2491444216,2,1,Sedan,Male,3,0,0,0.0
0.3778234086,1,4,Sedan,Female,1,1,1,937.55999565
0.8514715948,2,2,Hatchback,Male,3,0,0,0.0
0.8514715948,1,4,Coupe,Male,4,0,0,0.0
0.0465434634,2,2,Hatchback,Female,2,0,0,0.0
0.0410677618,2,4,Station wagon,Female,4,0,0,0.0
0.9993155373,1,4,Station wagon,Male,3,1,2,2724.3399963
0.2491444216,2,1,Hatchback,Male,1,0,0,0.0
0.2491444216,2,3,Coupe,Female,3,0,0,0.0
0.2245037645,2,1,Hatchback,Female,4,0,0,0.0
0.7830253251,1,4,Hatchback,Female,6,0,0,0.0
0.2491444216,2,1,Sedan,Male,2,0,0,0.0
0.2491444216,2,1,Hatchback,Female,1,0,0,0.0
0.2792607803,2,2,Sedan,Female,3,0,0,0.0
0.0273785079,2,2,Hatchback,Female,3,0,0,0.0
0.0739219713,2,2,Sedan,Male,5,0,0,0.0
0.5256673511,2,2,Sedan,Male,3,0,0,0.0
0.1396303901,2,4,Hardtop,Male,3,0,0,0.0
0.2245037645,3,1,Station wagon,Male,3,0,0,0.0
0.0273785079,1,3,Sedan,Female,5,0,0,0.0
0.8514715948,1,4,Sedan,Female,4,0,0,0.0
0.720054757,2,1,Station wagon,Female,3,0,0,0.0
0.925393566,2,3,Sedan,Male,5,0,0,0.0
0.3093771389,3,2,Hardtop,Female,2,0,0,0.0
0.7501711157,2,1,Hatchback,Female,3,1,1,12879.659973
0.2245037645,1,4,Utility,Male,2,0,0,0.0
0.8514715948,1,4,Hatchback,Female,2,0,0,0.0
0.7501711157,3,2,Truck,Male,1,0,0,0.0
0.2546201232,1,4,Truck,Female,5,0,0,0.0
0.3011635866,2,2,Hatchback,Female,6,0,0,0.0
0.2217659138,2,1,Sedan,Male,1,0,0,0.0
0.2464065708,3,1,Sedan,Male,3,1,1,937.27999878
0.2792607803,2,3,Utility,Male,2,0,0,0.0
0.8295687885,2,1,Hatchback,Female,4,0,0,0.0
0.3093771389,2,2,Hatchback,Male,4,0,0,0.0
0.8295687885,2,1,Station wagon,Male,5,0,0,0.0
0.3148528405,2,2,Sedan,Male,4,0,0,0.0
0.2245037645,2,1,Hatchback,Female,3,0,0,0.0
0.8514715948,3,3,Truck,Male,1,1,2,19142.132675
0.3093771389,1,3,Hatchback,Female,3,0,0,0.0
0.6461327858,1,2,Hatchback,Male,3,0,0,0.0
0.3586584531,2,2,Sedan,Female,3,0,0,0.0
0.3093771389,1,3,Hatchback,Female,2,0,0,0.0
0.2245037645,1,4,Hatchback,Male,3,0,0,0.0
0.6899383984,2,3,Station wagon,Female,4,0,0,0.0
0.5475701574,2,1,Hatchback,Female,3,0,0,0.0
0.720054757,2,4,Hatchback,Male,2,0,0,0.0
0.1013004791,1,4,Hatchback,Female,1,0,0,0.0
0.2245037645,1,3,Hatchback,Female,2,0,0,0.0
0.0739219713,1,3,Sedan,Male,6,0,0,0.0
0.1724845996,2,2,Sedan,Female,4,0,0,0.0
0.5256673511,2,1,Hatchback,Female,4,0,0,0.0
0.2245037645,2,2,Station wagon,Female,3,0,0,0.0
0.8624229979,1,3,Sedan,Male,6,0,0,0.0
0.0273785079,1,3,Sedan,Male,4,0,0,0.0
0.9034907598,2,2,Hatchback,Female,3,0,0,0.0
0.3093771389,2,4,Station wagon,Male,2,0,0,0.0
0.6981519507,2,3,Station wagon,Male,5,0,0,0.0
0.2162902122,2,2,Sedan,Female,4,0,0,0.0
0.8459958932,2,1,Hatchback,Female,1,0,0,0.0
0.9034907598,2,4,Hardtop,Female,1,0,0,0.0
0.5256673511,2,2,Utility,Male,1,0,0,0.0
0.2792607803,2,2,Hatchback,Female,1,0,0,0.0
0.8514715948,2,1,Sedan,Female,6,0,0,0.0
0.9117043121,2,3,Hatchback,Male,5,0,0,0.0
0.0930869268,1,4,Hatchback,Female,6,0,0,0.0
0.1779603012,2,3,Sedan,Female,5,0,0,0.0
0.372347707,2,1,Sedan,Female,5,0,0,0.0
0.9089664613,2,2,Sedan,Female,5,0,0,0.0
0.9089664613,2,3,Utility,Male,6,0,0,0.0
0.9117043121,2,4,Station wagon,Male,6,1,1,2659.3699951
0.9089664613,1,4,Sedan,Female,2,0,0,0.0
0.9062286105,3,2,Station wagon,Male,5,1,1,2349.3499985
0.9089664613,2,3,Sedan,Male,6,0,0,0.0
0.6598220397,2,4,Hardtop,Male,6,0,0,0.0
0.0273785079,3,4,Convertible,Male,4,0,0,0.0
0.9089664613,1,4,Station wagon,Male,6,1,1,367.72999954
0.2245037645,2,2,Hatchback,Female,2,0,0,0.0
0.0876112252,2,3,Hatchback,Male,6,0,0,0.0
0.9089664613,3,1,Station wagon,Female,5,0,0,0.0
0.9062286105,2,2,Sedan,Male,5,0,0,0.0
0.9062286105,1,2,Hatchback,Female,6,0,0,0.0
0.9117043121,1,4,Sedan,Female,5,0,0,0.0
