Exposure,VehValue,VehAge,VehBody,Gender,DrivAge,ClaimOcc,ClaimNb,ClaimAmount
0.8377823409,Cheap,oldest cars,Truck,Male,old people,1,1,438.5
0.2984257358,Average,oldest cars,Coupe,Male,working people,1,1,200.0
0.8815879534,Cheap,old cars,Hatchback,Female,working people,1,1,683.0
0.5065023956,Average,youngest cars,Hatchback,Female,young people,1,1,200.0
0.7857631759,Average,old cars,Sedan,Female,older work. people,1,1,1454.0299988
0.8076659822,Average,old cars,Sedan,Male,working people,1,1,200.0
0.5065023956,Expensive,young cars,Station wagon,Female,old people,1,1,404.5454545
0.8350444901,Expensive,youngest cars,Utility,Male,young people,1,1,200.0
0.8898015058,Cheap,oldest cars,Station wagon,Male,older work. people,1,1,567.94999981
0.9144421629,Expensive,young cars,Hardtop,Male,older work. people,1,1,1347.329998
0.3997262149,Cheap,oldest cars,Sedan,Male,older work. people,1,1,200.0
0.7857631759,Average,young cars,Hatchback,Female,young people,1,1,353.76999998
0.3969883641,Expensive,young cars,Station wagon,Male,older work. people,1,1,353.76999998
0.5065023956,Average,youngest cars,Hatchback,Female,youngest people,1,1,200.0
0.3969883641,Average,oldest cars,Station wagon,Male,working people,1,1,359.5
0.295687885,Average,young cars,Hatchback,Female,working people,1,1,200.0
0.2135523614,Cheap,old cars,Hatchback,Female,older work. people,1,1,2370.9899979
0.5065023956,Cheap,old cars,Sedan,Female,old people,1,1,200.0
0.257357974,Expensive,youngest cars,Station wagon,Male,young people,1,2,1875.1399994
0.5065023956,Cheap,oldest cars,Sedan,Male,young people,1,1,200.0
0.3942505133,Cheap,old cars,Hatchback,Female,youngest people,1,1,353.76999998
0.5037645448,Average,youngest cars,Hatchback,Female,old people,1,1,2434.609993
0.3969883641,Cheap,oldest cars,Station wagon,Female,older work. people,1,1,359.5
0.6023271732,Cheap,oldest cars,Sedan,Male,older work. people,1,1,200.0
0.6023271732,Cheap,oldest cars,Station wagon,Male,young people,1,1,2326.4499969
0.6023271732,Average,oldest cars,Station wagon,Female,old people,1,1,376.62999964
0.0574948665,Average,oldest cars,Hardtop,Female,youngest people,1,1,353.76999998
0.6050650239,Average,young cars,Utility,Male,oldest people,1,1,3563.409996
0.5065023956,Cheap,oldest cars,Sedan,Female,older work. people,1,1,390.0
0.5995893224,Average,young cars,Hatchback,Female,youngest people,1,1,1702.7599983
0.5065023956,Cheap,oldest cars,Utility,Female,young people,1,1,377.8499999
0.5065023956,Average,young cars,Sedan,Male,older work. people,1,1,748.44999886
0.3997262149,Cheap,oldest cars,Hatchback,Female,old people,1,1,947.75
0.3997262149,Cheap,old cars,Sedan,Female,older work. people,1,1,1657.9499969
0.6543463381,Average,youngest cars,Hatchback,Male,older work. people,1,1,200.0
0.6023271732,Expensive,youngest cars,Utility,Male,old people,1,1,345.0
0.3969883641,Average,youngest cars,Sedan,Male,young people,1,1,579.31999969
0.629705681,Average,young cars,Sedan,Female,older work. people,1,1,200.0
0.8624229979,Average,old cars,Sedan,Female,old people,1,1,1210.9499989
0.4106776181,Average,young cars,Station wagon,Male,working people,1,1,1532.9299965
0.9144421629,Average,old cars,Truck,Male,young people,1,1,1335.8199997
0.8350444901,Average,youngest cars,Sedan,Male,young people,1,1,5823.9499969
0.8323066393,Expensive,youngest cars,Station wagon,Male,working people,1,1,372.26999998
0.629705681,Average,oldest cars,Utility,Male,old people,1,1,2418.8099976
0.629705681,Average,young cars,Hatchback,Female,oldest people,1,1,3931.25
0.8350444901,Cheap,oldest cars,Sedan,Female,working people,1,1,272.09000015
0.7665982204,Average,old cars,Sedan,Male,working people,1,1,200.0
0.8350444901,Average,youngest cars,Station wagon,Male,youngest people,1,1,200.0
0.1122518823,Expensive,young cars,Station wagon,Male,older work. people,1,1,1957.2299995
0.7665982204,Cheap,old cars,Hatchback,Female,young people,1,1,353.76999998
0.295687885,Average,young cars,Hatchback,Female,working people,1,1,353.76999998
0.8843258042,Average,youngest cars,Sedan,Male,oldest people,1,1,1659.3799973
0.3230663929,Cheap,old cars,Station wagon,Male,oldest people,1,1,3725.4618225
0.8980150582,Cheap,old cars,Sedan,Female,oldest people,1,1,834.52999878
0.9993155373,Expensive,youngest cars,Station wagon,Female,working people,1,1,200.0
0.8980150582,Average,old cars,Hardtop,Female,working people,1,1,1544.0899963
0.8980150582,Cheap,old cars,Hatchback,Female,working people,1,1,353.76999998
0.8980150582,Average,oldest cars,Station wagon,Male,older work. people,1,1,1020.5599995
0.476386037,Cheap,oldest cars,Hatchback,Male,working people,1,1,1449.1436348
0.7912388775,Average,youngest cars,Hatchback,Female,youngest people,1,1,393.79999971
0.887063655,Expensive,youngest cars,Station wagon,Female,youngest people,1,1,837.19999886
0.6269678302,Average,old cars,Sedan,Male,older work. people,1,1,696.47999954
0.8569472964,Average,old cars,Station wagon,Male,old people,1,1,385.0899992
0.1396303901,Average,oldest cars,Station wagon,Female,old people,1,1,4057.8099976
0.8569472964,Average,youngest cars,Hatchback,Male,old people,1,1,882.09999847
0.8596851472,Average,young cars,Sedan,Female,older work. people,1,1,1785.7399979
0.8569472964,Cheap,old cars,Sedan,Female,working people,1,1,353.76999998
0.7802874743,Average,young cars,Station wagon,Male,older work. people,1,1,1211.3499985
0.5037645448,Expensive,youngest cars,Station wagon,Female,old people,1,2,959.41999912
0.1423682409,Average,youngest cars,Sedan,Female,older work. people,1,1,1176.8099995
0.8596851472,Average,old cars,Hatchback,Female,older work. people,1,1,721.25999832
0.2710472279,Average,oldest cars,Hardtop,Male,young people,1,1,252.38999939
0.8569472964,Cheap,old cars,Hatchback,Male,older work. people,1,1,221.0
0.4435318275,Average,old cars,Station wagon,Female,working people,1,1,2311.1899948
0.7885010267,Cheap,oldest cars,Sedan,Female,young people,1,1,861.15999985
0.7693360712,Average,young cars,Station wagon,Male,young people,1,1,1235.3699989
0.8843258042,Average,youngest cars,Sedan,Female,older work. people,1,1,200.0
0.8323066393,Average,youngest cars,Hardtop,Female,older work. people,1,1,870.12999916
0.2080766598,Average,old cars,Station wagon,Female,working people,1,1,2287.7099991
0.772073922,Average,oldest cars,Minibus,Female,older work. people,1,2,1987.7999992
0.4900752909,Average,young cars,Sedan,Female,youngest people,1,1,3442.4636307
0.9993155373,Expensive,young cars,Utility,Female,youngest people,1,2,3608.1799984
0.8295687885,Average,old cars,Station wagon,Female,working people,1,1,1076.1499996
0.1341546886,Cheap,oldest cars,Coupe,Female,oldest people,1,1,3663.409996
0.8952772074,Average,young cars,Sedan,Male,old people,1,1,233.2699995
0.8952772074,Average,young cars,Hatchback,Female,old people,1,1,1140.1899986
0.8323066393,Cheap,oldest cars,Hatchback,Female,young people,1,1,2438.5799942
0.7145790554,Average,young cars,Hatchback,Female,youngest people,1,1,200.0
0.8323066393,Expensive,old cars,Station wagon,Male,young people,1,1,389.94999981
0.9062286105,Cheap,oldest cars,Utility,Male,older work. people,1,2,2701.2199974
0.2655715263,Cheap,oldest cars,Hatchback,Female,young people,1,1,353.76999998
0.3942505133,Cheap,old cars,Sedan,Female,oldest people,1,1,616.80999947
0.3942505133,Expensive,young cars,Station wagon,Female,oldest people,1,1,250.0
0.3942505133,Average,young cars,Sedan,Female,older work. people,1,1,1522.2199974
0.605065024,Average,young cars,Sedan,Female,working people,1,1,4795.4899902
0.3942505133,Average,young cars,Sedan,Female,oldest people,1,1,200.0
0.8651608487,Average,old cars,Station wagon,Male,old people,1,1,887.38999939
0.2874743326,Average,young cars,Station wagon,Male,working people,1,1,1233.4699974
0.8651608487,Expensive,youngest cars,Hardtop,Male,youngest people,1,1,353.79999971
0.925393566,Average,old cars,Station wagon,Female,young people,1,1,462.25
0.9062286105,Cheap,oldest cars,Sedan,Male,working people,1,1,727.16999817
0.9062286105,Average,young cars,Station wagon,Female,old people,1,1,200.0
0.9993155373,Expensive,youngest cars,Station wagon,Female,oldest people,1,1,200.0
0.2436687201,Cheap,old cars,Sedan,Female,youngest people,1,1,408.12999964
0.8076659822,Average,old cars,Station wagon,Male,young people,1,1,200.0
0.4407939767,Average,oldest cars,Station wagon,Female,working people,1,1,404.5454545
0.8815879535,Average,youngest cars,Hatchback,Male,old people,1,1,200.0
0.8295687885,Average,oldest cars,Station wagon,Male,older work. people,1,1,482.89999962
0.8295687885,Cheap,oldest cars,Station wagon,Male,working people,1,1,384.5
0.501026694,Expensive,youngest cars,Truck,Male,older work. people,1,1,1349.9399986
0.8158795346,Expensive,youngest cars,Station wagon,Female,young people,1,1,390.0
0.7036276523,Average,young cars,Sedan,Female,older work. people,1,1,810.64999962
0.1314168378,Cheap,oldest cars,Station wagon,Male,older work. people,1,1,353.13999987
0.8295687885,Average,young cars,Hatchback,Female,older work. people,1,1,508.11999989
0.9993155373,Average,old cars,Hatchback,Female,older work. people,1,1,472.0
0.772073922,Cheap,oldest cars,Hatchback,Male,young people,1,1,200.0
0.6981519507,Cheap,young cars,Hatchback,Female,older work. people,1,1,353.76999998
0.3203285421,Cheap,oldest cars,Utility,Male,youngest people,1,1,4368.2999878
0.2984257358,Expensive,old cars,Station wagon,Female,working people,1,1,490.81999969
0.629705681,Cheap,oldest cars,Station wagon,Female,young people,1,1,271.72999954
0.6844626968,Expensive,young cars,Station wagon,Male,older work. people,1,1,1328.6799965
0.8295687885,Average,young cars,Hatchback,Female,youngest people,1,1,353.76999998
0.7748117728,Average,oldest cars,Utility,Male,working people,1,1,200.0
0.5968514716,Average,young cars,Hatchback,Male,oldest people,1,1,1358.1099968
0.5968514716,Average,young cars,Sedan,Female,working people,1,1,3690.2899933
0.5968514716,Average,youngest cars,Hatchback,Male,working people,1,1,908.38999939
0.090349076,Average,youngest cars,Sedan,Male,oldest people,1,1,480.0
0.8021902806,Expensive,youngest cars,Station wagon,Male,old people,1,1,3159.5299988
0.8788501027,Average,young cars,Sedan,Male,young people,1,1,404.30999756
0.4353182752,Average,old cars,Sedan,Male,working people,1,2,968.32999992
0.8815879535,Average,young cars,Sedan,Female,older work. people,1,1,4767.1099854
0.4928131417,Cheap,old cars,Hatchback,Male,working people,1,1,353.76999998
0.9226557153,Average,youngest cars,Station wagon,Female,young people,1,1,353.76999998
0.8268309377,Cheap,oldest cars,Station wagon,Female,young people,1,1,353.76999998
0.2847364819,Average,old cars,Utility,Male,working people,1,1,3112.3199997
0.7145790554,Cheap,old cars,Hatchback,Male,youngest people,1,1,200.0
0.8268309377,Cheap,old cars,Sedan,Female,old people,1,2,4108.6999969
0.9965776865,Average,youngest cars,Sedan,Male,older work. people,1,1,1251.0
0.900752909,Average,young cars,Hatchback,Female,oldest people,1,1,200.0
0.8268309377,Cheap,old cars,Sedan,Male,oldest people,1,1,1502.0499992
0.3832991102,Expensive,youngest cars,Station wagon,Female,young people,1,1,1827.6399994
0.4928131417,Cheap,oldest cars,Coupe,Male,young people,1,1,644.54999924
0.8268309377,Average,youngest cars,Sedan,Female,old people,1,1,600.5899992
0.386036961,Expensive,youngest cars,Station wagon,Female,working people,1,1,769.00999832
0.5366187543,Expensive,youngest cars,Utility,Male,working people,1,1,3575.1799927
0.900752909,Cheap,old cars,Sedan,Female,working people,1,1,542.25
0.2929500342,Cheap,old cars,Sedan,Male,older work. people,1,1,1182.7099991
0.4928131417,Average,oldest cars,Station wagon,Female,working people,1,1,389.94999981
0.8268309377,Average,old cars,Truck,Male,young people,1,1,345.0
0.4928131417,Cheap,oldest cars,Utility,Male,youngest people,1,1,715.75999832
0.5503080082,Average,old cars,Sedan,Female,older work. people,1,1,1240.3399963
0.6132785763,Expensive,young cars,Station wagon,Female,old people,1,1,389.94999981
0.386036961,Cheap,oldest cars,Hatchback,Female,working people,1,1,2655.6199951
0.4900752909,Average,youngest cars,Hatchback,Female,young people,1,1,2523.0236359
0.3915126626,Cheap,old cars,Truck,Female,youngest people,1,1,390.0
0.8268309377,Cheap,old cars,Hatchback,Female,older work. people,1,1,4146.3499985
0.1204654346,Average,old cars,Utility,Male,older work. people,1,1,1388.9699974
0.5366187543,Average,youngest cars,Sedan,Male,youngest people,1,1,1730.6199989
0.8240930869,Cheap,oldest cars,Station wagon,Male,older work. people,1,1,1192.3399982
0.7748117728,Average,youngest cars,Hatchback,Female,youngest people,1,1,2821.909996
0.8980150582,Cheap,oldest cars,Sedan,Male,older work. people,1,1,1627.3499985
0.4928131417,Expensive,young cars,Station wagon,Male,older work. people,1,1,553.64999962
0.5338809035,Average,youngest cars,Hatchback,Male,older work. people,1,1,4927.0899963
0.8761122519,Average,old cars,Sedan,Female,working people,1,1,200.0
0.6160164271,Average,old cars,Station wagon,Male,oldest people,1,1,232.80000019
0.3093771389,Average,oldest cars,Station wagon,Female,working people,1,1,353.79999971
0.5941136208,Cheap,oldest cars,Station wagon,Male,older work. people,1,1,3087.3999939
0.5941136208,Average,oldest cars,Sedan,Female,older work. people,1,1,2640.6799927
0.5941136208,Cheap,young cars,Hatchback,Female,young people,1,1,200.0
0.5941136208,Expensive,old cars,Station wagon,Male,working people,1,1,369.14999962
0.3258042437,Cheap,oldest cars,Minibus,Female,older work. people,1,1,353.76999998
0.4052019165,Cheap,oldest cars,Panel van,Female,older work. people,1,1,353.79999971
0.5941136208,Average,old cars,Sedan,Male,working people,1,1,200.00363524
0.8021902806,Expensive,young cars,Station wagon,Female,working people,1,1,3852.5599976
0.6187542779,Average,youngest cars,Hatchback,Male,working people,1,1,200.0
0.8021902806,Average,oldest cars,Sedan,Female,older work. people,1,1,480.0
0.7036276523,Cheap,old cars,Sedan,Female,young people,1,1,5082.7799988
0.8788501027,Average,old cars,Sedan,Male,young people,1,1,353.76999998
0.8761122519,Cheap,oldest cars,Sedan,Female,youngest people,1,1,200.0
0.5366187543,Expensive,youngest cars,Station wagon,Female,older work. people,1,1,200.0
0.0219028063,Cheap,oldest cars,Sedan,Female,old people,1,1,5828.6299896
0.887063655,Cheap,oldest cars,Hatchback,Male,old people,1,1,200.0
0.8925393566,Average,youngest cars,Hatchback,Female,oldest people,1,1,329.69999981
0.8898015058,Average,youngest cars,Sedan,Male,oldest people,1,1,2988.159996
0.6598220397,Expensive,youngest cars,Station wagon,Male,old people,1,1,353.76999998
0.887063655,Average,young cars,Sedan,Female,old people,1,1,200.0
0.8898015058,Expensive,youngest cars,Station wagon,Male,old people,1,1,353.76999998
0.9993155373,Expensive,young cars,Station wagon,Female,young people,1,1,870.18999863
0.4818617385,Expensive,young cars,Station wagon,Male,working people,1,1,665.06999969
0.8925393566,Average,young cars,Sedan,Male,young people,1,1,200.0
0.887063655,Average,youngest cars,Station wagon,Male,working people,1,1,713.63999939
0.8898015058,Average,young cars,Sedan,Female,working people,1,1,621.96999931
0.5284052019,Average,young cars,Station wagon,Male,young people,1,2,778.03999996
0.6516084873,Average,young cars,Sedan,Male,older work. people,1,2,553.76999998
0.5256673511,Cheap,oldest cars,Hatchback,Male,older work. people,1,1,200.0
0.8925393566,Average,old cars,Station wagon,Female,older work. people,1,1,353.76999998
0.8186173853,Cheap,oldest cars,Hatchback,Female,youngest people,1,1,2626.5999985
0.6132785763,Average,old cars,Hardtop,Male,older work. people,1,1,610.0
0.8898015058,Average,young cars,Hatchback,Male,oldest people,1,1,200.0
0.8186173854,Average,youngest cars,Sedan,Male,oldest people,1,1,357.05999994
0.8925393566,Cheap,oldest cars,Sedan,Male,young people,1,2,5820.5399933
0.887063655,Average,old cars,Hatchback,Male,older work. people,1,1,736.93999863
0.3121149897,Expensive,old cars,Station wagon,Male,working people,1,1,370.0
0.1943874059,Average,youngest cars,Sedan,Female,working people,1,1,755.8599968
0.3148528405,Cheap,oldest cars,Hatchback,Male,old people,1,1,1391.9399986
0.1943874059,Average,old cars,Sedan,Female,older work. people,1,1,1581.579998
0.3778234086,Cheap,oldest cars,Hatchback,Male,older work. people,1,1,1551.5499992
0.7994524298,Average,old cars,Station wagon,Female,older work. people,1,1,389.76999998
0.6872005476,Expensive,youngest cars,Utility,Male,working people,1,1,1580.2799988
0.2162902122,Cheap,oldest cars,Sedan,Male,young people,1,1,2063.6399994
0.6872005476,Average,old cars,Hatchback,Female,youngest people,1,1,4853.5
0.8186173853,Average,youngest cars,Hatchback,Female,young people,1,1,729.08999825
0.1040383299,Cheap,oldest cars,Sedan,Male,older work. people,1,1,200.0
0.8405201916,Cheap,old cars,Sedan,Female,older work. people,1,1,2295.4399948
